1125	1150	16
2100	1150	79
5700	1150	43
6975	1150	27
7450	1150	6
7675	1150	39
8950	1150	46
325	1175	95
4325	1175	144
5350	1175	49
5625	1175	136
5900	1175	62
6100	1175	12
7475	1175	13
9175	1175	98
2950	1200	77
6300	1200	60
2725	1225	40
5375	1225	61
6700	1225	121
6925	1225	56
7250	1225	187
8925	1225	8
8950	1225	17
1325	1250	24
1600	1250	175
1825	1250	21
2725	1250	134
3200	1250	55
3875	1250	120
4125	1250	156
5150	1250	120
5375	1250	175
6500	1250	42
7700	1250	25
8000	1250	64
8550	1250	53
3400	1275	7
3525	1275	5
7200	1275	38
7975	1275	160
9750	1275	5
9975	1275	136
3625	1300	103
3850	1300	93
4175	1300	72
4800	1300	40
7925	1300	37
8225	1300	2
0	1325	22
225	1325	61
675	1325	8
725	1325	24
2375	1325	1
4825	1325	112
5025	1325	68
5075	1325	27
8975	1325	15
9250	1325	131
9325	1325	86
9525	1325	28
9950	1325	100
425	1350	155
700	1350	64
925	1350	183
1325	1350	32
1825	1350	65
2075	1350	201
2375	1350	2
2425	1350	4
3175	1350	56
4575	1350	52
6550	1350	135
7700	1350	58
9750	1350	79
9975	1350	44
25	1375	137
125	1375	14
400	1375	51
425	1375	129
475	1375	15
925	1375	9
1125	1375	34
2075	1375	41
2425	1375	1
4475	1375	117
5675	1375	14
5875	1375	69
5900	1375	37
6100	1375	12
9225	1375	95
9550	1375	109
2950	1400	182
7450	1400	100
7725	1400	91
4375	1425	100
6500	1425	76
6775	1425	2
8750	1425	6
1125	1450	182
2700	1450	82
5400	1450	182
6300	1450	2
7000	1450	100
8625	1450	106
8775	1450	16
8975	1450	20
1550	1475	154
2750	1475	169
2775	1475	46
7200	1475	39
8250	1475	41
8325	1475	99
3400	1500	148
3650	1500	117
3825	1500	102
4100	1500	92
5375	1500	5
7775	1500	159
8000	1500	29
8100	1500	18
8375	1500	20
5050	1525	2
8975	1525	125
9300	1525	159
9775	1525	56
775	1550	46
1325	1550	44
1750	1550	116
3175	1550	18
5125	1550	100
7250	1550	26
7775	1550	76
7800	1550	43
9025	1550	59
9975	1550	138
125	1575	133
175	1575	12
375	1575	15
3200	1575	108
3875	1575	7
5600	1575	26
6000	1575	24
9225	1575	79
9650	1575	112
1000	1600	148
2000	1600	52
2500	1600	26
2550	1600	70
2975	1600	3
4100	1600	199
4850	1600	7
5100	1600	19
5825	1600	75
9225	1600	100
575	1625	5
1325	1625	117
2000	1625	81
2225	1625	96
2975	1625	80
4600	1625	45
4650	1625	8
6525	1625	45
6550	1625	9
7525	1625	17
3425	1650	46
4375	1650	97
6325	1650	131
7000	1650	12
7775	1650	151
8675	1650	4
9975	1650	18
575	1675	41
2325	1675	4
6075	1675	23
1550	1700	30
5325	1700	3
5350	1700	153
5525	1700	90
5950	1700	34
6750	1700	21
8175	1700	89
8225	1700	95
8375	1700	103
8425	1700	140
9975	1700	7
7200	1725	54
7975	1725	74
8175	1725	166
9450	1725	42
1525	1750	74
1775	1750	165
3650	1750	138
6750	1750	121
7275	1750	50
7975	1750	115
8875	1750	130
9900	1750	13
9975	1750	32
0	1775	29
25	1775	74
50	1775	47
250	1775	3
800	1775	29
1750	1775	46
2750	1775	122
3200	1775	14
9100	1775	111
9175	1775	3
9675	1775	1
2550	1800	45
2625	1800	5
2950	1800	13
3900	1800	75
5000	1800	130
5025	1800	38
9025	1800	106
1300	1825	16
1750	1825	81
2975	1825	40
7475	1825	154
1000	1850	1
1275	1850	137
3425	1850	141
3675	1850	108
4325	1850	169
4350	1850	60
4375	1850	23
4550	1850	77
6950	1850	126
7500	1850	90
7525	1850	177
8750	1850	154
8800	1850	23
9675	1850	4
550	1875	65
2300	1875	195
4100	1875	115
4750	1875	78
4975	1875	10
5725	1875	18
6425	1875	14
6975	1875	41
550	1900	141
2100	1900	183
3375	1900	8
5250	1900	6
5725	1900	53
8500	1900	130
9475	1900	78
2375	1925	199
6150	1925	52
7250	1925	73
8275	1925	113
600	1950	114
750	1950	63
5500	1950	56
5950	1950	17
6150	1950	26
6200	1950	10
6725	1950	5
9925	1950	35
7775	1975	199
8525	1975	107
9225	1975	123
9325	1975	36
9700	1975	93
9975	1975	30
350	2000	85
2700	2000	42
2725	2000	165
7225	2000	52
9025	2000	59
125	2025	7
325	2025	103
2525	2025	6
8000	2025	172
9000	2025	13
9050	2025	105
9975	2025	39
975	2050	13
1400	2050	43
3725	2050	89
4525	2050	34
7225	2050	125
7450	2050	2
8725	2050	25
8800	2050	76
9475	2050	6
2325	2075	71
3675	2075	75
3725	2075	97
4200	2075	191
4575	2075	169
5575	2075	6
5600	2075	201
7025	2075	7
9675	2075	96
1625	2100	141
2125	2100	54
2975	2100	87
3925	2100	54
5000	2100	5
5075	2100	10
5275	2100	35
1075	2125	134
1400	2125	140
1850	2125	37
1875	2125	145
1900	2125	85
2100	2125	70
3225	2125	23
3450	2125	21
3525	2125	49
8200	2125	84
8225	2125	99
8825	2125	109
550	2150	77
1375	2150	16
2475	2150	76
5075	2150	6
5275	2150	89
6275	2150	52
6525	2150	27
6550	2150	93
9475	2150	138
750	2175	106
4800	2175	92
5375	2175	50
6800	2175	59
7675	2175	172
8450	2175	13
9425	2175	112
9675	2175	122
2725	2200	61
6050	2200	29
8725	2200	133
200	2225	33
2750	2225	51
5850	2225	14
8975	2225	18
9000	2225	6
9150	2225	24
3025	2250	55
4200	2250	64
4525	2250	89
4725	2250	12
7425	2250	33
9325	2250	26
0	2275	132
4125	2275	8
5575	2275	23
5600	2275	119
5650	2275	80
7225	2275	133
9200	2300	63
1575	2325	83
3425	2325	14
6525	2325	22
8725	2325	5
1325	2350	49
1500	2350	3
1800	2350	58
2475	2350	18
3225	2350	5
3450	2350	24
5125	2350	12
7000	2350	13
7025	2350	60
0	2375	188
1525	2375	2
3525	2375	137
3650	2375	145
4925	2375	38
5125	2375	115
5375	2375	80
8100	2375	48
8150	2375	75
8450	2375	33
9700	2375	82
9900	2375	30
875	2400	13
4300	2400	15
6525	2400	49
7525	2400	47
8425	2400	80
250	2425	29
875	2425	50
2075	2425	23
2725	2425	1
2800	2425	7
3000	2425	17
3225	2425	64
3750	2425	30
3975	2425	145
5925	2425	162
6600	2425	70
7800	2425	11
8050	2425	7
9000	2425	118
575	2450	57
1300	2450	150
2075	2450	37
2275	2450	30
2775	2450	3
4300	2450	14
6800	2450	117
7575	2450	28
7875	2450	132
8350	2450	79
9175	2450	56
225	2475	181
2675	2475	5
3425	2475	29
3975	2475	38
4000	2475	133
4525	2475	17
4725	2475	87
5625	2475	81
5650	2475	75
6200	2475	110
6500	2475	21
6825	2475	57
7250	2475	41
7500	2475	83
9200	2475	6
9475	2475	27
